GEOID_tract,total_comp_cost,nonmotorist_comp_cost,GEOID_county,tract_name,pct_nonmotorist_cost,is_baltimore_city
24027601205,25344138.959999997,10336069.799999999,24027,Census Tract 6012.05,40.78288008250409,False
24001000700,31836887.46,12928831.020000001,24001,Census Tract 7,40.60959488029048,False
24510030200,116603126.64,46982776.68,24510,Census Tract 302,40.29289611165782,True
24005420701,42268926.42,16964520.3,24005,Census Tract 4207.01,40.134731910231466,False
24033806601,74597594.39999999,29939526.54,24033,Census Tract 8066.01,40.134707802320236,False
24033800517,35475254.64,14197771.98,24033,Census Tract 8005.17,40.02162105410613,False
24510260202,49348843.739999995,19703810.7,24510,Census Tract 2602.02,39.92760358036304,True
24025301602,36809953.74,14694945.299999999,24025,Census Tract 3016.02,39.921118629474265,False
24003740400,1530407.34,608694.66,24003,Census Tract 7404,39.77337562952357,False
24005400100,55875454.739999995,22144623.479999997,24005,Census Tract 4001,39.63211321150493,False
24033800401,13036312.799999999,5162000.759999999,24033,Census Tract 8004.01,39.597091901630336,False
24510140300,109410300.72,43198732.08,24510,Census Tract 1403,39.48324042226433,True
24033803900,26498605.139999997,10444053.059999999,24033,Census Tract 8039,39.41359556407202,False
24015030907,73677378.6,28992170.34,24015,Census Tract 309.07,39.35016539798554,False
24039930101,78728389.74,30947338.799999997,24039,Census Tract 9301.01,39.30899501717663,False
24005492700,78728378.39999999,30933172.619999997,24005,Census Tract 4927,39.29100693886513,False
24003740602,11639828.34,4565374.38,24003,Census Tract 7406.02,39.22200780497077,False
24021753001,51013310.04,19990506.06,24021,Census Tract 7530.01,39.18684367731727,False
24033800106,51349667.04,19980535.679999996,24033,Census Tract 8001.06,38.91074048140507,False
24003731308,4920016.5,1914126.48,24003,Census Tract 7313.08,38.90487928241704,False
24031700826,18026322.299999997,7004089.26,24031,Census Tract 7008.26,38.85478770120515,False
24510270401,44159081.4,17107685.28,24510,Census Tract 2704.01,38.74103522452349,True
24033805802,57251653.199999996,22170598.38,24033,Census Tract 8058.02,38.724817783951785,False
24005404403,42956180.82,16616917.799999999,24005,Census Tract 4044.03,38.68341524501479,False
24031701102,25373737.62,9815417.64,24031,Census Tract 7011.02,38.68337328538987,False
24510100200,92298575.88,35662563.72,24510,Census Tract 1002,38.63825999478683,True
24033804102,70594691.58,27126603.0,24033,Census Tract 8041.02,38.4258396670794,False
24510090800,146341707.12,56188174.13999999,24510,Census Tract 908,38.39518838872486,True
24031701202,34093369.8,13028941.799999999,24031,Census Tract 7012.02,38.215470856741184,False
24003731003,4779876.78,1826083.9800000002,24003,Census Tract 7310.03,38.20357854496827,False
24043000302,43956828.72,16737498.54,24043,Census Tract 3.02,38.077129373039995,False
24033804900,18240735.24,6935458.32,24033,Census Tract 8049,38.021813423349705,False
24033805202,21348644.939999998,8110868.219999999,24033,Census Tract 8052.02,37.992426417674075,False
24510070400,65798386.92,24997316.4,24510,Census Tract 704,37.9907738929719,True
24033806501,50266481.58,19064120.04,24033,Census Tract 8065.01,37.926107896887736,False
24005402504,13671963.9,5168034.899999999,24005,Census Tract 4025.04,37.800238047732115,False
24510150200,61379249.4,23191961.939999998,24510,Census Tract 1502,37.784694610488344,True
24510190300,93372914.88,35229694.5,24510,Census Tract 1903,37.730100367195476,True
24005408704,36797967.36,13848071.579999998,24005,Census Tract 4087.04,37.63270792791963,False
24003730507,40030927.019999996,15058525.86,24003,Census Tract 7305.07,37.6172299294407,False
24005430200,58138787.699999996,21818687.94,24005,Census Tract 4302,37.52862555818308,False
24510120100,27803692.98,10418078.159999998,24510,Census Tract 1201,37.47012372598857,True
24510010400,51534167.58,19284170.22,24510,Census Tract 104,37.42016437941657,True
24031701315,14279781.6,5338085.759999999,24031,Census Tract 7013.15,37.38212466778903,False
24027605401,13856128.02,5168034.899999999,24027,Census Tract 6054.01,37.29782874797659,False
24005492402,42492781.8,15768232.2,24005,Census Tract 4924.02,37.10802525053796,False
24510130300,99891054.89999999,37040033.52,24510,Census Tract 1303,37.08043083245085,True
24025306200,12799416.419999998,4729391.1,24025,Census Tract 3062,36.95005260247639,False
24025301202,79259332.32,29256001.74,24025,Census Tract 3012.02,36.911743871223166,False
24033806713,72312259.32,26670757.679999996,24033,Census Tract 8067.13,36.88276086351439,False
24003702601,15744539.16,5786699.9399999995,24003,Census Tract 7026.01,36.75369524121403,False
24510200702,3312873.9,1217389.32,24510,Census Tract 2007.02,36.74722783743746,True
24025301704,38736358.919999994,14201708.22,24025,Census Tract 3017.04,36.66247581330497,False
24510250402,40657819.86,14871273.479999999,24510,Census Tract 2504.02,36.57666232770799,True
24031702301,6984011.16,2546698.14,24031,Census Tract 7023.01,36.46469173167816,False
24017851302,79869321.0,29074178.7,24017,Census Tract 8513.02,36.40218589062501,False
24005404501,21479456.88,7815103.38,24005,Census Tract 4045.01,36.38408281764711,False
24033800212,44619912.54,16093796.04,24033,Census Tract 8002.12,36.06864093597795,False
24009860404,28950485.759999998,10431984.78,24009,Census Tract 8604.04,36.03388511847892,False
24003731312,30370776.66,10936632.42,24003,Census Tract 7313.12,36.010381105611145,False
24003702704,128464478.1,46088773.92,24003,Census Tract 7027.04,35.87666769962926,False
24033804002,164674640.34,58911696.900000006,24033,Census Tract 8040.02,35.7746018320528,False
24033801302,39671881.2,14191737.84,24033,Census Tract 8013.02,35.77278770435519,False
24021750300,6808020.66,2434778.64,24021,Census Tract 7503,35.76338500711894,False
24031701507,58799283.480000004,21005306.28,24031,Census Tract 7015.07,35.723745319353675,False
24047951700,72215377.92,25781142.240000002,24047,Census Tract 9517,35.70034940281041,False
24033803403,115214292.89999999,40908670.739999995,24033,Census Tract 8034.03,35.50659359208722,False
24033802002,82698370.02,29354014.619999997,24033,Census Tract 8020.02,35.49527592007066,False
24003730508,40239489.78,14279780.34,24003,Census Tract 7305.08,35.48698161450694,False
24031700313,87430014.0,30884301.0,24031,Census Tract 7003.13,35.3245980264855,False
24025304102,40182622.2,14191737.84,24025,Census Tract 3041.02,35.31809788162605,False
24510120700,49984933.32,17610320.699999996,24510,Census Tract 1207,35.231257761733865,True
24043000602,36975801.24,13010839.379999999,24043,Census Tract 6.02,35.187444067946316,False
24033804001,16885072.259999998,5934712.14,24033,Census Tract 8040.01,35.1476857701052,False
24033803527,86984554.86,30544528.139999997,24033,Census Tract 8035.27,35.11488699247911,False
24043010300,112275213.11999999,39416282.64,24043,Census Tract 103,35.10684285931552,False
24033805907,40994920.26,14380792.02,24033,Census Tract 8059.07,35.07944869460273,False
24510080101,115124625.0,40365979.92,24510,Census Tract 801.01,35.062854641220326,True
24021750801,50907950.1,17833406.22,24021,Census Tract 7508.01,35.030690068976085,False
24031701601,56764810.62,19832809.5,24031,Census Tract 7016.01,34.938563668901395,False
24031701007,99071534.52,34582315.32,24031,Census Tract 7010.07,34.906409280476744,False
24033804300,139694902.2,48569070.059999995,24033,Census Tract 8043,34.767961675841306,False
24027605502,13370180.04,4647382.739999999,24027,Census Tract 6055.02,34.75931308401439,False
24005411410,3869878.3200000003,1331406.7200000002,24005,Census Tract 4114.10,34.40435615557029,False
24031702200,88251971.22,30297602.16,24031,Census Tract 7022,34.330793682185586,False
24005452500,37361332.26,12788950.86,24005,Census Tract 4525,34.230446524232164,False
24033806708,52579697.94,17995854.240000002,24033,Census Tract 8067.08,34.225860826616994,False
24005490500,18970575.119999997,6473466.72,24005,Census Tract 4905,34.12372413093189,False
24017850708,45188857.98,15409127.16,24017,Census Tract 8507.08,34.099394958863265,False
24015030400,85317712.2,29065766.939999998,24015,Census Tract 304,34.067682068014946,False
24510160600,70151950.26,23889600.0,24510,Census Tract 1606,34.05407819947898,True
24510150400,100871826.3,34297092.9,24510,Census Tract 1504,34.00066615032626,True
24005401000,13472261.459999999,4579280.999999999,24005,Census Tract 4010,33.99044038446088,False
24031700820,17300753.82,5876840.34,24031,Census Tract 7008.20,33.968695243823774,False
24033800704,68684720.58,23320388.700000003,24033,Census Tract 8007.04,33.952804208961965,False
24047950100,83236473.18,28250961.48,24047,Census Tract 9501,33.940603680921114,False
24031701201,24189762.24,8207312.399999999,24031,Census Tract 7012.01,33.92886758691846,False
24033805801,20856439.799999997,7074029.339999999,24033,Census Tract 8058.01,33.917722333415696,False
24003730605,52714192.86,17849939.94,24003,Census Tract 7306.05,33.861734329133014,False
24013506101,55432327.86,18763146.36,24013,Census Tract 5061.01,33.8487432954074,False
24005440900,46147059.0,15573143.88,24005,Census Tract 4409,33.74677437190526,False
24510270802,82477834.74,27805237.74,24510,Census Tract 2708.02,33.71237597064979,True
24033807404,132751959.47999999,44677891.44,24033,Census Tract 8074.04,33.65516532863761,False
24005492200,19380739.139999997,6491309.579999999,24005,Census Tract 4922,33.493612050133606,False
24005400200,13890696.12,4647382.739999999,24005,Census Tract 4002,33.4568023074714,False
24031701703,53748303.84,17949791.16,24031,Census Tract 7017.03,33.39601415783021,False
24031705702,3664696.14,1223423.46,24031,Census Tract 7057.02,33.38403549059323,False
24005402303,108870433.56,36164955.96,24005,Census Tract 4023.03,33.21834475846833,False
24003730701,48960887.22,16244919.179999998,24003,Census Tract 7307.01,33.17938073100138,False
24003706600,79184851.2,26267417.82,24003,Census Tract 7066,33.17227654271326,False
24015030508,36852792.48,12189967.02,24015,Census Tract 305.08,33.077458178007795,False
24003706403,37091845.98,12180256.2,24003,Census Tract 7064.03,32.83809656323824,False
24043000601,25586227.8,8395465.68,24043,Census Tract 6.01,32.81244013625174,False
24031705901,32132538.9,10510056.899999999,24031,Census Tract 7059.01,32.70845460643012,False
24033801709,95658910.2,31269338.1,24033,Census Tract 8017.09,32.68836957751584,False
24033800211,51189436.62,16702490.7,24033,Census Tract 8002.11,32.62878398914483,False
24031701508,13985395.2,4559340.239999999,24031,Census Tract 7015.08,32.6007250763997,False
24021751201,16132203.36,5256077.399999999,24021,Census Tract 7512.01,32.581274130429755,False
24510200100,68712089.04,22386712.32,24510,Census Tract 2001,32.58045655833257,True
24031701308,45613980.72,14820373.26,24031,Census Tract 7013.08,32.49085702687165,False
24047951300,16194151.26,5256077.399999999,24047,Census Tract 9513,32.45664015120481,False
24031700210,24637636.8,7989090.4799999995,24031,Census Tract 7002.10,32.42636680154324,False
24013507602,96229840.14,30964826.34,24013,Census Tract 5076.02,32.17798792448456,False
24031700904,107175778.92,34436443.86,24031,Census Tract 7009.04,32.13080810516399,False
24027601206,102359939.22,32879196.0,24027,Census Tract 6012.06,32.12115623606756,False
24510271700,157443722.1,50424052.14,24510,Census Tract 2717,32.026714985798726,True
24027602306,32226843.599999998,10317967.379999999,24027,Census Tract 6023.06,32.016686176489216,False
24005402403,18344090.52,5868708.3,24005,Census Tract 4024.03,31.99236448163798,False
24033801807,46258318.26,14794398.36,24033,Census Tract 8018.07,31.982136222174024,False
24005490304,77439088.44,24698256.659999996,24005,Census Tract 4903.04,31.893785370596486,False
24027605503,14925728.159999998,4751429.76,24027,Census Tract 6055.03,31.83382216978552,False
24003730101,16243195.499999998,5168034.899999999,24003,Census Tract 7301.01,31.816614532528405,False
24027602303,16256373.839999998,5168034.899999999,24027,Census Tract 6023.03,31.790822177598248,False
24047950300,48617629.199999996,15405848.639999999,24047,Census Tract 9503,31.687782587308885,False
24003701202,18251398.62,5782763.699999999,24003,Census Tract 7012.02,31.68394828472602,False
24005402503,116267883.47999999,36813048.3,24005,Census Tract 4025.03,31.66226751373904,False
24033802103,84136556.7,26558049.419999998,24033,Census Tract 8021.03,31.56541040144563,False
24005420303,42150545.64,13196894.759999998,24005,Census Tract 4203.03,31.308953560678027,False
24031701407,51194286.36,16027792.2,24031,Census Tract 7014.07,31.30777541714716,False
24510130806,35338190.58,11014704.54,24510,Census Tract 1308.06,31.16940725944775,True
24510220100,137008132.38,42662845.26,24510,Census Tract 2201,31.138914543898846,True
24031702700,21731469.48,6753598.74,24031,Census Tract 7027,31.07750603895195,False
24003730603,68573156.39999999,21289903.74,24003,Census Tract 7306.03,31.046993980869168,False
24031704401,61366433.94,19009171.439999998,24031,Census Tract 7044.01,30.976496790714442,False
24510160500,52589824.559999995,16258713.659999998,24510,Census Tract 1605,30.916082713777357,True
24003731310,17069400.18,5272081.919999999,24003,Census Tract 7313.10,30.886158062995268,False
24003751103,16842674.52,5168034.899999999,24003,Census Tract 7511.03,30.684170105307,False
24033801802,68261562.17999999,20856097.08,24033,Census Tract 8018.02,30.55320800453442,False
24043000200,17376938.46,5282052.3,24043,Census Tract 2,30.39690974424962,False
24005491401,57332448.18,17411296.14,24005,Census Tract 4914.01,30.369008637719052,False
24510150600,108590252.39999999,32829196.679999996,24510,Census Tract 1506,30.232176419547578,True
24510090200,54229654.08,16286171.58,24510,Census Tract 902,30.031855921438325,True
24005408503,50185947.419999994,15053149.44,24005,Census Tract 4085.03,29.994749952655177,False
24005411101,32387242.86,9709272.72,24005,Census Tract 4111.01,29.978694889127098,False
24510260101,88587670.5,26517908.34,24510,Census Tract 2601.01,29.934084721191535,True
24021750804,4049846.64,1211355.1800000002,24021,Census Tract 7508.04,29.91113707950186,False
24045010503,21443449.86,6405364.9799999995,24045,Census Tract 105.03,29.870963029826584,False
24005408100,48119305.5,14368723.739999998,24005,Census Tract 4081,29.860621616826947,False
24510090400,39580812.18,11799484.2,24510,Census Tract 904,29.811121980872905,True
24021750506,52226858.879999995,15503203.799999999,24021,Census Tract 7505.06,29.684350413685078,False
24031703207,53383419.18,15790270.859999998,24031,Census Tract 7032.07,29.578979957724016,False
